202109|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
202109|O2|2|2|100.0|0|20|0|120.0|9.35|100.0|109.35|10.65
202109|O1|1|1|1500.0|0|20|0|1520.0|140.25|0|140.25|1379.75
202109|O2|2|2|1000.0|0|20|0|1020.0|93.5|100.0|193.5|826.5
202109|O1|1|1|1500.0|61.25|166.03|0|1727.28|140.25|0|140.25|1587.03
202109|O2|2|2|1000.0|59.17|110.74|0|1169.91|93.5|100.0|193.5|976.41
202109|O1|1|1|1500.0|61.25|166.03|0|1727.28|140.25|0|140.25|1587.03
202109|O2|2|2|1000.0|59.17|110.74|0|1169.91|93.5|100.0|193.5|976.41
202109|O1|1|1|1500.0|61.25|166.03|0|1727.28|140.25|0|140.25|1587.03
202109|O2|2|2|1000.0|35.17|110.74|0|1145.91|93.5|100.0|193.5|952.41
202109|O3|15|2|1500.0|0|165.53|0|1665.53|140.25|0|140.25|1525.28
200509|O1|1|1|1500.0|0|166.03|0|1666.03|140.25|0|140.25|1525.78
200509|O2|2|2|1000.0|111.67|110.74|0|1222.41|93.5|0|93.5|1128.91
200509|O3|15|2|1500.0|0|165.53|0|1665.53|140.25|0|140.25|1525.28
200509|O4|0|2|700.0|0|77.29|0|777.29|65.45|0|65.45|711.84
