202109|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|200.0|340.25|1234.75
202109|A2|2|2|100.0|0|0|5.0|105.0|9.35|0|9.35|95.65
201604|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|0|140.25|1434.75
201604|A2|2|2|100.0|0|0|5.0|105.0|9.35|0|9.35|95.65
201604|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|0|140.25|1434.75
201604|A2|2|2|100.0|0|0|5.0|105.0|9.35|0|9.35|95.65
201507|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|0|140.25|1434.75
201507|A2|2|2|100.0|0|0|5.0|105.0|9.35|0|9.35|95.65
2021|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|117.0|257.25|1317.75
2021|A2|2|2|100.0|0|0|5.0|105.0|9.35|0|9.35|95.65
2021|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|117.0|257.25|1317.75
2021|A2|2|2|100.0|0|0|5.0|105.0|9.35|0|9.35|95.65
202109|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|200.0|340.25|1234.75
202109|A2|2|2|10003.0|0|0|500.15|10503.15|935.28|0|935.28|9567.87
202109|A3|5|6|1600.0|0|0|80.0|1680.0|149.6|0|149.6|1530.4
202109|A4|9|1|500.0|0|0|25.0|525.0|46.75|25.0|71.75|453.25
202109|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|41.67|181.92000000000002|1393.08
202109|A2|2|2|10003.0|0|0|500.15|10503.15|935.28|0|935.28|9567.87
202109|A3|5|6|1600.0|0|0|80.0|1680.0|149.6|0|149.6|1530.4
202109|A4|9|1|500.0|0|0|25.0|525.0|46.75|25.0|71.75|453.25
202106|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|0|140.25|1434.75
202106|A2|2|2|10003.0|0|0|500.15|10503.15|935.28|0|935.28|9567.87
202106|A3|5|6|1600.0|0|0|80.0|1680.0|149.6|0|149.6|1530.4
202106|A4|9|1|500.0|0|0|25.0|525.0|46.75|0|46.75|478.25
202106|A5|12|2|500.5|0|0|25.03|525.53|46.8|0|46.8|478.73
202106|A6|0|1|600.0|0|0|30.0|630.0|56.1|0|56.1|573.9
202109|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|41.67|181.92000000000002|1393.08
202109|A2|2|2|10003.0|0|0|500.15|10503.15|935.28|0|935.28|9567.87
202109|A3|5|6|1600.0|0|0|80.0|1680.0|149.6|0|149.6|1530.4
202109|A4|9|1|500.0|0|0|25.0|525.0|46.75|25.0|71.75|453.25
202109|A5|12|2|500.5|0|0|25.03|525.53|46.8|0|46.8|478.73
202109|A6|0|1|600.0|0|0|30.0|630.0|56.1|0|56.1|573.9
202109|A7|0|0|1500.0|0|0|75.0|1575.0|140.25|0|140.25|1434.75
202109|A1|1|1|1500.0|0|0|75.0|1575.0|140.25|41.67|181.92000000000002|1393.08
202109|A2|2|2|10003.0|0|0|500.15|10503.15|935.28|0|935.28|9567.87
202109|A3|5|6|1600.0|0|0|80.0|1680.0|149.6|0|149.6|1530.4
202109|A4|9|1|500.0|0|0|25.0|525.0|46.75|25.0|71.75|453.25
202109|A5|12|2|500.5|0|0|25.03|525.53|46.8|0|46.8|478.73
202109|A6|0|1|600.0|0|0|30.0|630.0|56.1|0|56.1|573.9
202109|A7|0|0|1500.0|0|0|75.0|1575.0|140.25|0|140.25|1434.75
202109|A8|13|4|1200.0|0|0|60.0|1260.0|112.2|0|112.2|1147.8
